  Year     Age       Female        Male        Total
  1943      2         1087         1227         2315
  1943      3          893         1053         1947
  1943      4          725          893         1618
  1943      5          647          808         1456
  1943      6          637          666         1303
  1943      7          628          699         1327
  1943      8          554          634         1188
  1943      9          516          625         1141
  1943     10          552          570         1122
  1943     11          491          612         1103
  1943     12          581          618         1199
  1943     13          652          629         1281
  1943     14          698          697         1395
  1943     15          788          866         1654
  1943     16          891         1008         1900
  1943     17         1065         1363         2428
  1943     18         1445         2787         4233
  1943     19         2125         4372         6497
  1943     20         2626         5355         7982
  1943     21         2956         5892         8849
  1943     22         3199         6324         9523
  1943     23         2862         6015         8878
  1943     24         2036         4555         6591
  1943     25         1884         3625         5509
  1943     26         1694         3255         4949
  1943     27         1626         3013         4640
  1943     28         1988         3440         5428
  1943     29         2089         3454         5543
  1943     30         1952         3292         5245
  1943     31         1778         3015         4794
  1943     32         1808         3026         4835
  1943     33         1823         3161         4984
  1943     34         1863         3155         5018
  1943     35         1842         3193         5035
  1943     36         1887         3118         5005
  1943     37         1829         3113         4943
  1943     38         1808         3004         4813
  1943     39         1935         3091         5027
  1943     40         1933         3250         5184
  1943     41         1886         3444         5331
  1943     42         1798         3349         5148
  1943     43         1797         3425         5223
  1943     44         1796         3416         5213
  1943     45         1777         3231         5008
  1943     46         1921         3307         5229
  1943     47         2005         3004         5010
  1943     48         2069         2870         4939
  1943     49         2230         2941         5172
  1943     50         2259         2775         5034
  1943     51         2274         2914         5189
  1943     52         2379         3075         5455
  1943     53         2629         3190         5819
  1943     54         2755         3441         6197
  1943     55         2903         3617         6520
  1943     56         3034         3841         6875
  1943     57         3241         4211         7452
  1943     58         3422         4341         7764
  1943     59         3610         4399         8010
  1943     60         3869         4766         8636
  1943     61         3979         5097         9077
  1943     62         4190         5233         9424
  1943     63         4569         5552        10121
  1943     64         4873         6275        11148
  1943     65         5258         6517        11776
  1943     66         5709         6764        12473
  1943     67         6190         7357        13547
  1943     68         6594         7476        14070
  1943     69         6912         7591        14504
  1943     70         7416         8055        15472
  1943     71         6897         7427        14325
  1943     72         7172         7375        14547
  1943     73         7919         8033        15953
  1943     74         8023         7572        15596
  1943     75         8274         7483        15758
  1943     76         8912         7917        16830
  1943     77         8854         7497        16352
  1943     78         8652         7250        15902
  1943     79         8999         6945        15945
  1943     80         8757         6399        15156
  1943     81         8045         5793        13838
  1943     82         8055         5207        13262
  1943     83         7368         4655        12024
  1943     84         6508         3975        10483
  1943     85         5441         3113         8555
  1943     86         4739         2565         7305
  1943     87         4078         2097         6175
  1943     88         3138         1531         4669
  1943     89         2663         1156         3819
  1943     90         2139          954         3093
  1943     91         1720          663         2383
  1943     92         1262          452         1714
  1943     93          908          307         1216
  1943     94          570          184          754
  1943     95          356          114          470
  1943     96          215           70          285
  1943     97          158           47          205
  1943     98           96           27          123
  1943     99           57           20           77
  1943    100           26           16           42
  1943    101           20            4           24
  1943    102            5            3            8
  1943    103            5            0            5
  1943    104            0            0            0
  1943    105            1            0            1
  1943    106            0            0            0
  1943    107            0            0            0
  1943    108            0            0            0
  1943    109            0            0            0
  1943    110            0            0            0
  1943    111            0            0            0
  1943    112            0            0            0
  1943    113            0            0            0
  1943    114            0            0            0
  1943    115            0            0            0
  1943    116            0            0            0
  1943    117            0            0            0
  1943    118            0            0            0
  1943    119            0            0            0
  1944      0        20911        28865        49777
  1944      1         2802         3555         6358
  1944      2         1243         1441         2684
  1944      3         1049         1161         2211
  1944      4          865          949         1815
  1944      5          864         1037         1901
  1944      6          808          986         1794
  1944      7          749          912         1661
  1944      8          784          972         1756
  1944      9          826          972         1798
  1944     10          838          986         1824
  1944     11          828         1009         1838
  1944     12          867         1056         1924
  1944     13          955         1157         2112
  1944     14          983         1302         2285
  1944     15         1054         1542         2596
  1944     16         1334         1959         3293
  1944     17         1447         2476         3924
  1944     18         1681         3729         5410
  1944     19         2424         6182         8606
  1944     20         3345         8296        11642
  1944     21         3761         8933        12694
  1944     22         4136         9091        13227
  1944     23         4436         9812        14248
  1944     24         4248         9620        13868
  1944     25         3390         7474        10864
  1944     26         2986         6473         9460
  1944     27         2683         5795         8478
  1944     28         2571         5310         7882
  1944     29         3010         6016         9026
  1944     30         3052         6112         9164
  1944     31         2867         5754         8621
  1944     32         2604         5195         7800
  1944     33         2537         5221         7758
  1944     34         2638         5292         7930
  1944     35         2641         5405         8046
  1944     36         2660         5361         8022
  1944     37         2604         4999         7604
  1944     38         2517         5012         7529
  1944     39         2650         4979         7629
  1944     40         2585         4901         7487
  1944     41         2654         5050         7705
  1944     42         2694         5128         7822
  1944     43         2682         5217         7899
  1944     44         2775         5292         8068
  1944     45         2746         5132         7879
  1944     46         2764         4909         7673
  1944     47         2732         4626         7359
  1944     48         2717         4286         7004
  1944     49         2862         4212         7074
  1944     50         2931         3950         6882
  1944     51         2781         3662         6444
  1944     52         2991         3793         6785
  1944     53         2957         3893         6851
  1944     54         3111         4148         7259
  1944     55         3325         4392         7717
  1944     56         3543         4656         8200
  1944     57         3764         4793         8557
  1944     58         3855         5084         8940
  1944     59         4240         5190         9431
  1944     60         4542         5362         9905
  1944     61         4761         5560        10322
  1944     62         4916         5994        10910
  1944     63         5215         5747        10963
  1944     64         5555         6530        12086
  1944     65         6034         6922        12956
  1944     66         6390         7328        13718
  1944     67         6755         7707        14462
  1944     68         7311         8057        15368
  1944     69         7741         8289        16030
  1944     70         8166         8422        16589
  1944     71         8860         8886        17747
  1944     72         8109         8121        16231
  1944     73         8383         8044        16428
  1944     74         9297         8499        17796
  1944     75         9222         8117        17340
  1944     76         9479         7948        17428
  1944     77        10090         8237        18328
  1944     78        10053         7760        17814
  1944     79         9640         7210        16850
  1944     80         9734         6800        16534
  1944     81         9432         6350        15782
  1944     82         8750         5549        14300
  1944     83         8106         4951        13058
  1944     84         7621         4457        12079
  1944     85         6466         3621        10088
  1944     86         5291         2848         8139
  1944     87         4526         2308         6834
  1944     88         3666         1716         5383
  1944     89         2856         1261         4117
  1944     90         2346          984         3330
  1944     91         1816          758         2575
  1944     92         1409          538         1948
  1944     93         1004          342         1347
  1944     94          669          180          850
  1944     95          439          136          576
  1944     96          247           95          343
  1944     97          162           38          201
  1944     98          106           34          141
  1944     99           60           25           85
  1944    100           41           14           55
  1944    101           12            2           14
  1944    102            5            1            6
  1944    103            6            1            7
  1944    104            2            0            2
  1944    105            0            0            0
  1944    106            0            0            0
  1944    107            0            0            0
  1944    108            0            0            0
  1944    109            0            0            0
  1944    110            0            0            0
  1944    111            0            0            0
  1944    112            0            0            0
  1944    113            0            0            0
  1944    114            0            0            0
  1944    115            0            0            0
  1944    116            0            0            0
  1944    117            0            0            0
  1944    118            0            0            0
  1944    119            0            0            0
  1945      0        30692        39946        70638
  1945      1         3777         4451         8228
  1945      2         1392         1605         2997
  1945      3          802         1028         1830
  1945      4          662          725         1387
  1945      5          625          694         1319
  1945      6          540          693         1233
  1945      7          474          579         1054
  1945      8          479          574         1054
  1945      9          428          563          992
  1945     10          407          589          997
  1945     11          451          577         1029
  1945     12          469          621         1091
  1945     13          476          648         1124
  1945     14          570          688         1258
  1945     15          583          856         1440
  1945     16          750          922         1672
  1945     17          757         1027         1784
  1945     18          908         1285         2194
  1945     19          986         1522         2508
  1945     20         1143         1938         3082
  1945     21         1441         2425         3866
  1945     22         1642         2629         4272
  1945     23         1698         2840         4538
  1945     24         1834         2987         4822
  1945     25         1687         2978         4666
  1945     26         1256         2449         3706
  1945     27         1143         2260         3404
  1945     28         1087         1955         3043
  1945     29         1041         1907         2949
  1945     30         1363         2380         3744
  1945     31         1425         2423         3848
  1945     32         1420         2293         3713
  1945     33         1392         2084         3477
  1945     34         1350         1941         3292
  1945     35         1404         2099         3503
  1945     36         1409         2133         3542
  1945     37         1465         2145         3610
  1945     38         1533         2210         3743
  1945     39         1530         2351         3881
  1945     40         1545         2460         4005
  1945     41         1550         2468         4018
  1945     42         1574         2518         4092
  1945     43         1670         2755         4425
  1945     44         1682         2780         4462
  1945     45         1761         2917         4679
  1945     46         1733         2928         4662
  1945     47         1950         2923         4874
  1945     48         2013         2831         4845
  1945     49         2070         2740         4811
  1945     50         2161         2607         4768
  1945     51         2303         2747         5050
  1945     52         2266         2855         5121
  1945     53         2377         2899         5277
  1945     54         2387         3125         5512
  1945     55         2699         3244         5944
  1945     56         2905         3521         6426
  1945     57         2990         3700         6690
  1945     58         3201         4019         7221
  1945     59         3609         4231         7840
  1945     60         3737         4576         8314
  1945     61         3977         4637         8615
  1945     62         4289         4919         9208
  1945     63         4479         5265         9745
  1945     64         4641         5192         9834
  1945     65         5228         5727        10955
  1945     66         5564         6303        11868
  1945     67         6037         6824        12862
  1945     68         6723         6906        13630
  1945     69         7233         7461        14694
  1945     70         7534         7543        15078
  1945     71         7615         7654        15270
  1945     72         8313         7833        16147
  1945     73         7567         7255        14823
  1945     74         7869         7135        15004
  1945     75         8532         7448        15980
  1945     76         8481         7072        15553
  1945     77         8566         7062        15628
  1945     78         9014         6871        15886
  1945     79         8816         6411        15227
  1945     80         8648         6161        14809
  1945     81         8284         5683        13968
  1945     82         7802         5120        12922
  1945     83         7122         4543        11665
  1945     84         6491         3912        10404
  1945     85         5840         3517         9357
  1945     86         4809         2707         7516
  1945     87         3952         2005         5958
  1945     88         3290         1557         4848
  1945     89         2631         1203         3835
  1945     90         2052          859         2912
  1945     91         1535          662         2197
  1945     92         1226          512         1739
  1945     93          792          295         1088
  1945     94          587          197          785
  1945     95          382           98          480
  1945     96          219           83          302
  1945     97          127           36          163
  1945     98           70           32          102
  1945     99           45           23           68
  1945    100           28           13           41
  1945    101           10            3           13
  1945    102            4            2            6
  1945    103            2            1            3
  1945    104            2            1            3
  1945    105            2            0            2
  1945    106            1            0            1
  1945    107            0            0            0
  1945    108            0            0            0
  1945    109            0            0            0
  1945    110            0            0            0
  1945    111            1            0            1
  1945    112            0            0            0
  1945    113            0            0            0
  1945    114            0            0            0
  1945    115            0            0            0
  1945    116            0            0            0
  1945    117            0            0            0
  1945    118            0            0            0
  1945    119            0            0            0
  1946      0        25956        34797        60754
  1946      1         2608         2986         5594
  1946      2          988         1194         2182
  1946      3          637          835         1472
  1946      4          547          578         1126
  1946      5          345          460          805
  1946      6          375          466          841
  1946      7          282          383          665
  1946      8          265          358          623
  1946      9          268          317          585
  1946     10          263          319          582
  1946     11          275          314          589
  1946     12          266          332          598
  1946     13          294          382          676
  1946     14          326          434          760
  1946     15          431          471          902
  1946     16          466          565         1031
  1946     17          566          620         1187
  1946     18          620          789         1410
  1946     19          681          822         1504
  1946     20          731          909         1640
  1946     21          774          943         1717
  1946     22          793          966         1759
  1946     23          836         1121         1957
  1946     24          875         1083         1958
  1946     25          947         1160         2107
  1946     26          800          962         1762
  1946     27          529          618         1147
  1946     28          526          621         1148
  1946     29          466          579         1045
  1946     30          509          559         1068
  1946     31          754          900         1654
  1946     32          855         1031         1886
  1946     33          957         1042         1999
  1946     34          909         1124         2033
  1946     35          929         1106         2035
  1946     36         1023         1215         2239
  1946     37         1045         1324         2370
  1946     38         1040         1439         2480
  1946     39         1082         1483         2566
  1946     40         1128         1583         2712
  1946     41         1149         1759         2908
  1946     42         1143         1761         2904
  1946     43         1236         1797         3033
  1946     44         1260         2102         3363
  1946     45         1293         2197         3491
  1946     46         1413         2238         3652
  1946     47         1461         2243         3705
  1946     48         1568         2266         3835
  1946     49         1695         2413         4109
  1946     50         1780         2336         4116
  1946     51         1883         2305         4188
  1946     52         2055         2391         4446
  1946     53         2138         2565         4703
  1946     54         2160         2666         4826
  1946     55         2352         2887         5239
  1946     56         2568         3017         5585
  1946     57         2600         3361         5962
  1946     58         3024         3520         6544
  1946     59         3048         3780         6828
  1946     60         3369         4011         7381
  1946     61         3615         4266         7881
  1946     62         3799         4504         8304
  1946     63         4121         4761         8882
  1946     64         4492         4962         9455
  1946     65         4491         4961         9453
  1946     66         5006         5533        10540
  1946     67         5506         5981        11487
  1946     68         5836         6391        12227
  1946     69         6324         6979        13303
  1946     70         6702         7106        13808
  1946     71         7100         7224        14325
  1946     72         7179         7201        14381
  1946     73         7652         7526        15178
  1946     74         7219         6727        13947
  1946     75         7266         6654        13921
  1946     76         7768         7020        14788
  1946     77         7785         6503        14288
  1946     78         7722         6357        14079
  1946     79         8102         6206        14308
  1946     80         7889         5771        13660
  1946     81         7416         5219        12635
  1946     82         7041         4805        11847
  1946     83         6495         4365        10860
  1946     84         5773         3627         9401
  1946     85         5204         3212         8417
  1946     86         4662         2633         7295
  1946     87         3851         2036         5888
  1946     88         2948         1606         4555
  1946     89         2334         1178         3512
  1946     90         1855          842         2697
  1946     91         1359          560         1920
  1946     92         1039          435         1475
  1946     93          802          322         1124
  1946     94          565          185          750
  1946     95          390          106          496
  1946     96          246           63          309
  1946     97          132           35          167
  1946     98           63           26           89
  1946     99           47           18           65
  1946    100           23           16           39
  1946    101            6           11           17
  1946    102            8            3           11
  1946    103            4            0            4
  1946    104            1            1            2
  1946    105            1            2            3
  1946    106            1            0            1
  1946    107            1            0            1
  1946    108            0            0            0
  1946    109            0            0            0
  1946    110            0            0            0
  1946    111            0            0            0
  1946    112            0            0            0
  1946    113            0            0            0
  1946    114            0            0            0
  1946    115            0            0            0
  1946    116            0            0            0
  1946    117            0            0            0
  1946    118            0            0            0
  1946    119            0            0            0
  1947      0        26263        35211        61474
  1947      1         2296         2750         5047
  1947      2          745          897         1642
  1947      3          462          616         1078
  1947      4          362          421          783
  1947      5          278          342          620
  1947      6          246          270          516
  1947      7          209          320          529
  1947      8          237          258          495
  1947      9          208          270          478
  1947     10          180          291          471
  1947     11          197          242          439
  1947     12          184          264          448
  1947     13          244          333          577
  1947     14          311          331          642
  1947     15          338          442          780
  1947     16          426          501          927
  1947     17          468          636         1104
  1947     18          482          708         1190
  1947     19          556          780         1336
  1947     20          632          827         1459
  1947     21          633          874         1507
  1947     22          704          861         1565
  1947     23          727          929         1656
  1947     24          789          981         1770
  1947     25          751          974         1725
  1947     26          831         1023         1854
  1947     27          723          897         1620
  1947     28          420          532          952
  1947     29          436          618         1054
  1947     30          397          515          912
  1947     31          442          553          995
  1947     32          683          823         1506
  1947     33          827          970         1797
  1947     34          838         1157         1995
  1947     35          801         1083         1884
  1947     36          849         1087         1936
  1947     37          894         1268         2163
  1947     38          935         1271         2207
  1947     39          885         1400         2286
  1947     40         1028         1432         2461
  1947     41         1017         1623         2640
  1947     42         1105         1697         2802
  1947     43         1160         1888         3048
  1947     44         1191         2076         3267
  1947     45         1386         2239         3625
  1947     46         1454         2307         3761
  1947     47         1491         2502         3993
  1947     48         1484         2464         3948
  1947     49         1648         2568         4217
  1947     50         1863         2561         4425
  1947     51         1872         2515         4388
  1947     52         1980         2469         4450
  1947     53         2038         2601         4640
  1947     54         2064         2719         4784
  1947     55         2208         2944         5153
  1947     56         2454         3000         5455
  1947     57         2480         3209         5690
  1947     58         2760         3484         6244
  1947     59         2944         3692         6637
  1947     60         3193         3844         7037
  1947     61         3455         4212         7667
  1947     62         3710         4313         8023
  1947     63         4013         4579         8592
  1947     64         4486         4900         9387
  1947     65         4547         5113         9660
  1947     66         4754         5189         9943
  1947     67         5231         5597        10828
  1947     68         5570         6200        11771
  1947     69         6027         6572        12600
  1947     70         6389         6963        13353
  1947     71         7149         7522        14671
  1947     72         7387         7408        14795
  1947     73         7516         7340        14856
  1947     74         8110         7653        15763
  1947     75         7265         6703        13968
  1947     76         7400         6737        14137
  1947     77         7970         6793        14763
  1947     78         7747         6316        14064
  1947     79         7712         6177        13889
  1947     80         7807         5979        13786
  1947     81         7341         5296        12637
  1947     82         7047         4875        11922
  1947     83         6652         4372        11024
  1947     84         6145         3860        10006
  1947     85         5234         3201         8436
  1947     86         4566         2737         7303
  1947     87         4009         2271         6280
  1947     88         3276         1626         4902
  1947     89         2331         1257         3589
  1947     90         1906          843         2750
  1947     91         1389          694         2083
  1947     92         1051          410         1461
  1947     93          784          317         1101
  1947     94          570          185          755
  1947     95          348          111          459
  1947     96          263           78          341
  1947     97          157           46          203
  1947     98           79           27          106
  1947     99           38           13           51
  1947    100           29           23           56
  1947    101           20            6           30
  1947    102           15            1           13
  1947    103            8            0            3
  1947    104            0            0            0
  1947    105            0            0            0
  1947    106            0            0            0
  1947    107            0            0            0
  1947    108            0            0            0
  1947    109            0            0            0
  1947    110            0            0            0
  1947    111            0            0            0
  1947    112            0            0            0
  1947    113            0            0            0
  1947    114            0            0            0
  1947    115            0            0            0
  1947    116            0            0            0
  1947    117            0            0            0
  1947    118            0            0            0
  1947    119            0            0            0
  1948      0        20428        28276        48705
  1948      1         1983         2368         4352
  1948      2          744          883         1627
  1948      3          397          505          902
  1948      4          284          367          651
  1948      5          242          288          530
  1948      6          197          253          450
  1948      7          153          191          344
  1948      8          174          237          411
  1948      9          163          212          375
  1948     10          154          210          364
  1948     11          128          205          333
  1948     12          150          189          339
  1948     13          173          241          414
  1948     14          237          314          551
  1948     15          253          333          586
  1948     16          334          415          749
  1948     17          371          476          847
  1948     18          416          562          978
  1948     19          446          597         1043
  1948     20          515          629         1144
  1948     21          556          730         1286
  1948     22          573          754         1327
  1948     23          579          837         1416
  1948     24          586          834         1420
  1948     25          647          826         1473
  1948     26          679          884         1563
  1948     27          695          876         1571
  1948     28          625          877         1502
  1948     29          402          582          984
  1948     30          419          523          942
  1948     31          364          509          873
  1948     32          345          522          867
  1948     33          654          870         1524
  1948     34          747         1020         1767
  1948     35          749         1103         1852
  1948     36          786         1126         1913
  1948     37          757         1165         1923
  1948     38          890         1264         2155
  1948     39          957         1472         2430
  1948     40          957         1535         2492
  1948     41         1002         1652         2654
  1948     42         1044         1825         2869
  1948     43         1180         1984         3164
  1948     44         1144         2151         3295
  1948     45         1363         2344         3708
  1948     46         1357         2420         3778
  1948     47         1463         2567         4031
  1948     48         1557         2712         4270
  1948     49         1698         2820         4519
  1948     50         1730         2747         4478
  1948     51         1850         2895         4746
  1948     52         1867         2670         4538
  1948     53         1996         2760         4757
  1948     54         2093         2898         4992
  1948     55         2269         2902         5172
  1948     56         2378         2954         5332
  1948     57         2373         3314         5688
  1948     58         2708         3489         6197
  1948     59         2980         3845         6825
  1948     60         3174         4099         7273
  1948     61         3417         4421         7839
  1948     62         3614         4575         8189
  1948     63         3723         4727         8450
  1948     64         4016         4847         8863
  1948     65         4445         5332         9778
  1948     66         4708         5230         9939
  1948     67         4911         5511        10423
  1948     68         5348         6097        11445
  1948     69         5693         6488        12181
  1948     70         6152         6794        12946
  1948     71         6615         6904        13519
  1948     72         7179         7417        14597
  1948     73         7327         7284        14612
  1948     74         7422         7509        14932
  1948     75         7865         7392        15257
  1948     76         6946         6645        13591
  1948     77         7093         6349        13442
  1948     78         7600         6595        14196
  1948     79         7197         6066        13264
  1948     80         7156         5432        12589
  1948     81         7096         5458        12555
  1948     82         6702         4767        11469
  1948     83         6185         4220        10406
  1948     84         5849         3721         9570
  1948     85         5335         3227         8562
  1948     86         4362         2591         6954
  1948     87         3873         2187         6060
  1948     88         3346         1701         5047
  1948     89         2498         1323         3821
  1948     90         1815          894         2710
  1948     91         1444          655         2100
  1948     92         1034          457         1491
  1948     93          768          288         1056
  1948     94          524          205          729
  1948     95          390          124          514
  1948     96          262           84          346
  1948     97          144           52          196
  1948     98           83           18          101
  1948     99           63           19           82
  1948    100           35           15           50
  1948    101           16            8           24
  1948    102            3            2            5
  1948    103            5            0            5
  1948    104            0            0            0
  1948    105            0            0            0
  1948    106            0            0            0
  1948    107            0            0            0
  1948    108            0            0            0
  1948    109            0            0            0
  1948    110            0            0            0
  1948    111            0            0            0
  1948    112            0            0            0
  1948    113            0            0            0
  1948    114            0            0            0
  1948    115            0            0            0
  1948    116            0            0            0
  1948    117            0            0            0
  1948    118            0            0            0
  1948    119            0            0            0
  1949      0        22418        30138        52557
  1949      1         2455         2858         5314
  1949      2          858         1006         1864
  1949      3          499          607         1106
  1949      4          309          357          666
  1949      5          245          282          527
  1949      6          194          267          461
  1949      7          188          205          393
  1949      8          130          196          326
  1949      9          159          196          355
  1949     10          149          200          349
  1949     11          164          218          382
  1949     12          189          187          376
  1949     13          189          254          443
  1949     14          252          293          545
  1949     15          276          331          607
  1949     16          248          374          622
  1949     17          334          494          828
  1949     18          420          490          910
  1949     19          358          603          961
  1949     20          448          584         1032
  1949     21          450          592         1042
  1949     22          470          628         1098
  1949     23          531          704         1235
  1949     24          492          762         1254
  1949     25          628          715         1343
  1949     26          602          759         1361
  1949     27          636          787         1423
  1949     28          653          833         1486
  1949     29          586          769         1355
  1949     30          363          466          829
  1949     31          410          505          915
  1949     32          381          483          864
  1949     33          370          439          809
  1949     34          648          847         1495
  1949     35          726          982         1708
  1949     36          799         1056         1855
  1949     37          808         1100         1908
  1949     38          802         1173         1975
  1949     39          936         1331         2268
  1949     40         1053         1458         2512
  1949     41         1052         1576         2629
  1949     42         1076         1691         2768
  1949     43         1193         1845         3038
  1949     44         1242         2090         3332
  1949     45         1275         2214         3489
  1949     46         1422         2421         3843
  1949     47         1473         2614         4087
  1949     48         1674         2622         4297
  1949     49         1720         2847         4568
  1949     50         1821         2932         4754
  1949     51         1931         3127         5059
  1949     52         2100         3001         5102
  1949     53         2152         2953         5106
  1949     54         2362         2933         5296
  1949     55         2499         3117         5617
  1949     56         2460         3133         5594
  1949     57         2661         3306         5968
  1949     58         2916         3642         6558
  1949     59         2990         3862         6852
  1949     60         3345         4261         7606
  1949     61         3605         4500         8105
  1949     62         3848         4820         8668
  1949     63         4190         5103         9294
  1949     64         4516         5358         9875
  1949     65         4822         5685        10507
  1949     66         5391         5781        11172
  1949     67         5662         6166        11829
  1949     68         5897         6157        12054
  1949     69         6519         6702        13221
  1949     70         7110         7362        14473
  1949     71         7613         7892        15505
  1949     72         7927         8169        16097
  1949     73         8733         8587        17321
  1949     74         8920         8552        17472
  1949     75         9058         8522        17580
  1949     76         9677         8574        18251
  1949     77         8508         7378        15887
  1949     78         8581         7335        15917
  1949     79         9078         7376        16454
  1949     80         8680         6702        15382
  1949     81         8505         6198        14704
  1949     82         8329         5802        14131
  1949     83         7797         5299        13097
  1949     84         6890         4367        11257
  1949     85         6242         3939        10181
  1949     86         5758         3272         9031
  1949     87         4790         2646         7437
  1949     88         4118         2119         6237
  1949     89         3316         1670         4987
  1949     90         2578         1186         3765
  1949     91         1853          796         2650
  1949     92         1367          548         1915
  1949     93         1019          395         1414
  1949     94          716          267          983
  1949     95          504          180          684
  1949     96          334           97          431
  1949     97          210           73          283
  1949     98          137           34          171
  1949     99           78           29          107
  1949    100           42           13           55
  1949    101           25            3           28
  1949    102           12            0           13
  1949    103            4            0            4
  1949    104            1            0            1
  1949    105            0            0            0
  1949    106            1            0            1
  1949    107            0            0            0
  1949    108            0            0            0
  1949    109            0            0            0
  1949    110            0            0            0
  1949    111            0            0            0
  1949    112            0            0            0
  1949    113            0            0            0
  1949    114            0            0            0
  1949    115            0            0            0
  1949    116            0            0            0
  1949    117            0            0            0
  1949    118            0            0            0
  1949    119            0            0            0
  1950      0        18701        25912        44613
  1950      1         2138         2194         4333
  1950      2          676          824         1500
  1950      3          464          546         1010
  1950      4          298          377          675
  1950      5          210          270          480
  1950      6          199          227          426
  1950      7          127          213          340
  1950      8          123          181          304
  1950      9          102          165          267
  1950     10          154          167          321
  1950     11          127          188          315
